"comments","target"
I hit the like button right after I seen ur face.......... I believe in u......... Ty for everything (I hope u read this msg😙),p
It was fucking beautiful. I really enjoyed learning C++ here.,p
"In the exponent Function part, why did he set 'int result' equal to 1? Does it always have to be 1?",q
great,p
What should I do after completing the tutorial for practice ?,q
who actually watch the whole video and understand everything? and is also a newbie to coding?,q
"If you do not have a high level of math knowledge, you will never be able to code complex programs!",s
"Pointers aren’t another data type in c++, pointer is just an integer, you can say whatsoever about them and their uses but at the end they’re just integers",s
I want to learn c++ to use unreal engine 4,o
would it matter if i get a updated version of code blocks sense this tutorial doesn't have the latest version of code blocks? also could i use visual studio code instead?,q
Can somebody explain why we get that number assigned to result variable when it is just declared? Questions time mark 2:01:50,q
For those who have used this video to learn and are coming back to it. Did this video help you? And where are you now.,q
Mike is the best for in depth coding tutorials. 😃,p
54:55 is where i'm at rn,o
Here from Clumsy’s video,o
I finished the course but I’m curious what is the next step? This has given me a good understanding of the different rules and commands you can use in c++ but I still don’t feel like I could actually put together any sort of useful program. For example I how do I create code that can gather information from outside sources not just what I enter. How do I make code interact with other software or hardware? I’d like to know what would be the next step in learning c++,q
"1:06:24 giving up my paid uni Indian lecturer for this,  good job bro, 10x times better",s
"you know when he was testing the getMax in the if statement (con't) section, i put in the exact same values as him 2 and 5 coincidencee ahhhhhh",s
No ads?! There is a place in Heaven for ya;),p
2:11:13,o
"Him : In this tutorial ...

Me : hehe boi let's learn !",o
"Anyone with some suggestions on what to do after seeing this course? I'm having a hard time finding courses that follow up on this, I seem to only find beginner tutorials.",q
I was going so strong but lost it at constructor functions xD,o
1:29:49,o
"""Code::Blocks is currently not the default application for C/C++ source files. Do you want to set it as default?""
What do i set it to?
""No, leave everything as it is""
""Yes, associate Code::Blocks with C/C++ file types""
""Yes, associate Code::Blocks with every supported type (Including projects from other IDEs)",q
I wonder who wrote 4 hours of subtitles,q
"Got a meme idea 
Pros: type above int main() 
Noobs: Oh wait thats illegal
Pros: Pagans",o
Difference between void main and int main?,q
"This is quite educating, but if you are into crypto currencies or you want to venture into it, I will personally recommend you run a background checkup on your source before you invest. Ensure you are investing through a solid foundation source to avoid blowing money away",s
What's the difference between a class and a structure ?,q
This dude needs a raise,s
No subtitle，I dont know the meaning,o
3:57:50 😂😂😂 love that yummi chicken example,p
in microsoft visual code part of  of guess  game doesnt work i cant debug,q
"clicks on a timestamp
youtube: you have 5 seconds.",o
imagine learning this while watching TV,s
I'm not the first and won't be the last. I have a test tomorrow in a c++ class that I haven't attended and hopefully I can learn it in 12 hours.,o
"I'm watching this in 2022 and i need help downloading the text editor
NVM i got it edited BTW",o
I wondered how to append an element in array like python list.,q
they deserve 100m subs tbh,s
Me preparing for IOI from a youtube tutorial HAHAHAHAHHAHA,o
It's easy to handle strings in C++ then in C.,s
Mike Dane is just a gift from god,p
"To me, getline doesn't work. I am working in visual studio 2019.",s
Literally Unexpected Ending,s
"C++ is a great first language
-him",s
I just finished watching lost before this tutorial and for his lucky numbers he chooses the cursed numbers from the show lol,o
"3:36:00   Just a casual  ""The Office ""  reference.",o
"That triangle sure was delicious!

This comment is rated Dog.",o
"Just finished the section on nested for loops, and gotta say man, I've been taking this in chunks of 3-4 lessons since about 1430 today, and having gone into this with no experience WHATsoever its super rewarding to see this paying off! I hit a stumble here and there, but its to the point where I can fix said issue by MYSELF instead of looking at YOUR code. I know theres ppl in here joking about


""Ha ha corona""
or
""12 week class in 4 hours""


But in all true honesty, the fact that YOUR video is the one that came up when these people needed a ew hyperfixation to pass the time says something. 3 million vews with a roughly 0.01% dislike ratio is HUGE.


I gess what I'm trying to say is thanks adn great work. This is something that has interested me for a while now, and you explain it so well, and its hella rewarding to see it paying off!",p
Thank you! I was scared of programming for a long time! You are a great explainer!,p
"4 8 15 16 23 42.  

Someone saw the show ""Lost"".  Nice reference 🤣",s
"I watched many videos and this guy has the best explanation. Knowing how to code is good but another thing is if you can to explain how are you doing that, very few has this talent and Mike is one of them❤️",s
Why is it CPP and not CCP?? -99999 social credits,q
He loves microwaves. In his python he also did microwave for mad libs,s
"My takeaways:
1. Class is like a new data type for an object that cannot be described using only int, float, char, string, etc. 3:13:55
2. Constructor is a function which will be called when we create an object 3:26:35 and it can be used to initialise an object 3:29:05",s
too helpful. my brain capacity cannot handle these amazing instructions. Great video,p
I learned c# from this dude,o
Thanks for the help. I am grateful to have this community. You guys rock!. Also Mike you are a great teacher and I appreciate your contribution towards us beginers. Thanks a ton!,p
Guys recommend me a mobile programming app,q
whole high school in 4h,o
Thank you so much Mike. I got 9 points for my C++ exam. Nothing but grateful. 🙏,p
"Mike, thanks to you, my friend and I got an unexpectedly good grade on the exam. We love you, thank you sooo much!",p
This is cool,p
Thank you for taking out the time to do this! It helped me out a lot!!!!,p
46:00,o
"4, 8, 15, 16, 23, 42... me as a Lost fan: i see what u did there",o
i am loving this course/video. it has been challenging for me to understand this in class but you made it look simple. thanx and guys please stay home. !,s
LOCKDOWN mein koun koun C++  sheekh rahe ho......HIT THE LIKE...,o
"Question: Am i the only one who didn't get the UserInput of stings workung like he does? I than tried getting the user input like the other Datatypes with cin >> name, and it worked perfectly.",q
In the while part he uses guess without initialisation. What is the value of guess the first time?,q
